environment	state_col	state	source	target	diagnostic_pass	beta_hat_full	state_slope	abs_state_slope	n_cells_state
lung	broad_cell_class	adventitial cell	FOS	CEP112	1	0.0324527192567474	-0.015684272000643776	0.015684272000643776	419
lung	broad_cell_class	fibroblast	FOS	CEP112	1	0.0324527192567474	-0.3846012641402871	0.3846012641402871	412
lung	broad_cell_class	ciliated epithelial cell	FOS	CEP112	1	0.0324527192567474	-0.22879898706708535	0.22879898706708535	373
lung	broad_cell_class	t cell	FOS	CEP112	1	0.0324527192567474	0.05502362642502052	0.05502362642502052	295
lung	broad_cell_class	myeloid leukocyte	FOS	PARD3B	0	0.10214889492053	-0.08164863393039189	0.08164863393039189	5134
lung	broad_cell_class	epithelial cell of lung	FOS	PARD3B	0	0.10214889492053	-0.31351799080806014	0.31351799080806014	5036
lung	broad_cell_class	epithelial cell	FOS	PARD3B	0	0.10214889492053	-0.3257064695506175	0.3257064695506175	1382
lung	broad_cell_class	endothelial cell	FOS	PARD3B	0	0.10214889492053	-0.13763029734564364	0.13763029734564364	992
lung	broad_cell_class	adventitial cell	FOS	PARD3B	0	0.10214889492053	-0.22470459910956905	0.22470459910956905	419
lung	broad_cell_class	fibroblast	FOS	PARD3B	0	0.10214889492053	-0.6574941451990632	0.6574941451990632	412
lung	broad_cell_class	ciliated epithelial cell	FOS	PARD3B	0	0.10214889492053	-0.25104529193158914	0.25104529193158914	373
lung	broad_cell_class	t cell	FOS	PARD3B	0	0.10214889492053	-0.0002897816488804861	0.0002897816488804861	295
lung	broad_cell_class	myeloid leukocyte	GATA2	FRY	0	0.1196582933428292	-0.05098300089735618	0.05098300089735618	5134
lung	broad_cell_class	epithelial cell of lung	GATA2	FRY	0	0.1196582933428292	0.2423661674850902	0.2423661674850902	5036
lung	broad_cell_class	epithelial cell	GATA2	FRY	0	0.1196582933428292	0.8747489396253655	0.8747489396253655	1382
lung	broad_cell_class	endothelial cell	GATA2	FRY	0	0.1196582933428292	0.0818335725617486	0.0818335725617486	992
lung	broad_cell_class	adventitial cell	GATA2	FRY	0	0.1196582933428292	-0.04243728469994683	0.04243728469994683	419
lung	broad_cell_class	fibroblast	GATA2	FRY	0	0.1196582933428292	0.1475552336748689	0.1475552336748689	412
lung	broad_cell_class	t cell	GATA2	FRY	0	0.1196582933428292	-0.06440226730294052	0.06440226730294052	295
lung	broad_cell_class	myeloid leukocyte	GATA2	NR3C2	1	-0.0881468295816236	0.16086867737491123	0.16086867737491123	5134
lung	broad_cell_class	epithelial cell of lung	GATA2	NR3C2	1	-0.0881468295816236	-0.41437202467262985	0.41437202467262985	5036
lung	broad_cell_class	epithelial cell	GATA2	NR3C2	1	-0.0881468295816236	-0.29600273599798316	0.29600273599798316	1382
lung	broad_cell_class	endothelial cell	GATA2	NR3C2	1	-0.0881468295816236	-0.02839254437334165	0.02839254437334165	992
lung	broad_cell_class	adventitial cell	GATA2	NR3C2	1	-0.0881468295816236	-0.12158157316339899	0.12158157316339899	419
lung	broad_cell_class	fibroblast	GATA2	NR3C2	1	-0.0881468295816236	-0.04146848654171814	0.04146848654171814	412
lung	broad_cell_class	t cell	GATA2	NR3C2	1	-0.0881468295816236	-0.18981615434667146	0.18981615434667146	295
lung	broad_cell_class	myeloid leukocyte	GATA3	RBMS1	0	0.1363361345442438	0.04145510011542199	0.04145510011542199	5134
lung	broad_cell_class	epithelial cell of lung	GATA3	RBMS1	0	0.1363361345442438	-0.2414667045748599	0.2414667045748599	5036
lung	broad_cell_class	epithelial cell	GATA3	RBMS1	0	0.1363361345442438	0.04136529412237842	0.04136529412237842	1382
lung	broad_cell_class	endothelial cell	GATA3	RBMS1	0	0.1363361345442438	-0.06384265682350444	0.06384265682350444	992
lung	broad_cell_class	fibroblast	GATA3	RBMS1	0	0.1363361345442438	0.17335114416980044	0.17335114416980044	412
lung	broad_cell_class	t cell	GATA3	RBMS1	0	0.1363361345442438	0.04395679967333042	0.04395679967333042	295
lung	broad_cell_class	myeloid leukocyte	HIF1A	ITGB2	0	0.3048203439327198	0.02224324531538315	0.02224324531538315	5134
lung	broad_cell_class	epithelial cell of lung	HIF1A	ITGB2	0	0.3048203439327198	-0.0024140204282043914	0.0024140204282043914	5036
lung	broad_cell_class	epithelial cell	HIF1A	ITGB2	0	0.3048203439327198	-0.0009274727808458005	0.0009274727808458005	1382
lung	broad_cell_class	endothelial cell	HIF1A	ITGB2	0	0.3048203439327198	0.006721979659805192	0.006721979659805192	992
lung	broad_cell_class	adventitial cell	HIF1A	ITGB2	0	0.3048203439327198	-0.005029245404513033	0.005029245404513033	419
lung	broad_cell_class	fibroblast	HIF1A	ITGB2	0	0.3048203439327198	0.0	0.0	412
lung	broad_cell_class	ciliated epithelial cell	HIF1A	ITGB2	0	0.3048203439327198	0.013023010676803667	0.013023010676803667	373
lung	broad_cell_class	t cell	HIF1A	ITGB2	0	0.3048203439327198	0.0650903664183712	0.0650903664183712	295
lung	broad_cell_class	myeloid leukocyte	HIF1A	XXYLT1	0	0.00524615191078	0.010215627290473928	0.010215627290473928	5134
lung	broad_cell_class	epithelial cell of lung	HIF1A	XXYLT1	0	0.00524615191078	0.015583350710382235	0.015583350710382235	5036
lung	broad_cell_class	epithelial cell	HIF1A	XXYLT1	0	0.00524615191078	-0.041358350032040365	0.041358350032040365	1382
lung	broad_cell_class	endothelial cell	HIF1A	XXYLT1	0	0.00524615191078	0.023218488526444998	0.023218488526444998	992
lung	broad_cell_class	adventitial cell	HIF1A	XXYLT1	0	0.00524615191078	-0.008315225449349947	0.008315225449349947	419
lung	broad_cell_class	fibroblast	HIF1A	XXYLT1	0	0.00524615191078	0.03758110797583807	0.03758110797583807	412
lung	broad_cell_class	ciliated epithelial cell	HIF1A	XXYLT1	0	0.00524615191078	0.04978767457406718	0.04978767457406718	373
lung	broad_cell_class	t cell	HIF1A	XXYLT1	0	0.00524615191078	0.0202240546383801	0.0202240546383801	295
lung	broad_cell_class	myeloid leukocyte	HIPK2	NOX1	0	-0.0013566759760265	-0.0008833896222847532	0.0008833896222847532	5134
lung	broad_cell_class	epithelial cell of lung	HIPK2	NOX1	0	-0.0013566759760265	0.0015077269533092057	0.0015077269533092057	5036
lung	broad_cell_class	epithelial cell	HIPK2	NOX1	0	-0.0013566759760265	0.0021690628809784107	0.0021690628809784107	1382
lung	broad_cell_class	endothelial cell	HIPK2	NOX1	0	-0.0013566759760265	0.004608826644320369	0.004608826644320369	992
lung	broad_cell_class	adventitial cell	HIPK2	NOX1	0	-0.0013566759760265	-0.0007534055025689736	0.0007534055025689736	419
lung	broad_cell_class	fibroblast	HIPK2	NOX1	0	-0.0013566759760265	0.0	0.0	412
lung	broad_cell_class	ciliated epithelial cell	HIPK2	NOX1	0	-0.0013566759760265	0.0019265816478104315	0.0019265816478104315	373
lung	broad_cell_class	t cell	HIPK2	NOX1	0	-0.0013566759760265	0.0	0.0	295
lung	broad_cell_class	myeloid leukocyte	HNF4A	ZBTB16	0	-0.1618695197456975	-0.2213229810216082	0.2213229810216082	5134
lung	broad_cell_class	epithelial cell of lung	HNF4A	ZBTB16	0	-0.1618695197456975	0.41219530570090984	0.41219530570090984	5036
lung	broad_cell_class	epithelial cell	HNF4A	ZBTB16	0	-0.1618695197456975	-63.60174909557542	63.60174909557542	1382
lung	broad_cell_class	endothelial cell	HNF4A	ZBTB16	0	-0.1618695197456975	0.7317803754281659	0.7317803754281659	992
lung	broad_cell_class	adventitial cell	HNF4A	ZBTB16	0	-0.1618695197456975	23.58058801218272	23.58058801218272	419
lung	broad_cell_class	ciliated epithelial cell	HNF4A	ZBTB16	0	-0.1618695197456975	0.3683469816307367	0.3683469816307367	373
lung	broad_cell_class	t cell	HNF4A	ZBTB16	0	-0.1618695197456975	0.7466989423396664	0.7466989423396664	295
lung	broad_cell_class	myeloid leukocyte	JUN	STMN1	1	0.1172279210022007	0.0938515376988438	0.0938515376988438	5134
lung	broad_cell_class	epithelial cell of lung	JUN	STMN1	1	0.1172279210022007	-0.030946335828429917	0.030946335828429917	5036
lung	broad_cell_class	epithelial cell	JUN	STMN1	1	0.1172279210022007	-0.013809432682975247	0.013809432682975247	1382
lung	broad_cell_class	endothelial cell	JUN	STMN1	1	0.1172279210022007	0.003040980895110291	0.003040980895110291	992
lung	broad_cell_class	adventitial cell	JUN	STMN1	1	0.1172279210022007	-0.028719742480873663	0.028719742480873663	419
lung	broad_cell_class	fibroblast	JUN	STMN1	1	0.1172279210022007	-0.014020564443938087	0.014020564443938087	412
lung	broad_cell_class	ciliated epithelial cell	JUN	STMN1	1	0.1172279210022007	0.08125861543256749	0.08125861543256749	373
lung	broad_cell_class	t cell	JUN	STMN1	1	0.1172279210022007	0.06492567847879084	0.06492567847879084	295
lung	broad_cell_class	myeloid leukocyte	JUND	ERBB2	0	0.0235173018322095	-0.0019513441820265252	0.0019513441820265252	5134
lung	broad_cell_class	epithelial cell of lung	JUND	ERBB2	0	0.0235173018322095	0.10636472122712043	0.10636472122712043	5036
lung	broad_cell_class	epithelial cell	JUND	ERBB2	0	0.0235173018322095	-0.02836218198498035	0.02836218198498035	1382
lung	broad_cell_class	endothelial cell	JUND	ERBB2	0	0.0235173018322095	0.0022752686971888652	0.0022752686971888652	992
lung	broad_cell_class	adventitial cell	JUND	ERBB2	0	0.0235173018322095	-0.02100738817455665	0.02100738817455665	419
lung	broad_cell_class	fibroblast	JUND	ERBB2	0	0.0235173018322095	0.017661108129847374	0.017661108129847374	412
lung	broad_cell_class	ciliated epithelial cell	JUND	ERBB2	0	0.0235173018322095	0.0589086360068686	0.0589086360068686	373
lung	broad_cell_class	t cell	JUND	ERBB2	0	0.0235173018322095	-0.007738142806468519	0.007738142806468519	295
lung	broad_cell_class	myeloid leukocyte	KAT2B	SMAD4	0	0.0217962584420055	-0.009006241703877312	0.009006241703877312	5134
lung	broad_cell_class	epithelial cell of lung	KAT2B	SMAD4	0	0.0217962584420055	0.01676669046928419	0.01676669046928419	5036
lung	broad_cell_class	epithelial cell	KAT2B	SMAD4	0	0.0217962584420055	0.04148593587332192	0.04148593587332192	1382
lung	broad_cell_class	endothelial cell	KAT2B	SMAD4	0	0.0217962584420055	0.033995026952193474	0.033995026952193474	992
lung	broad_cell_class	adventitial cell	KAT2B	SMAD4	0	0.0217962584420055	0.059361543288148015	0.059361543288148015	419
lung	broad_cell_class	fibroblast	KAT2B	SMAD4	0	0.0217962584420055	0.07364480104575977	0.07364480104575977	412
lung	broad_cell_class	ciliated epithelial cell	KAT2B	SMAD4	0	0.0217962584420055	0.1200504390127421	0.1200504390127421	373
lung	broad_cell_class	t cell	KAT2B	SMAD4	0	0.0217962584420055	0.029306837652910634	0.029306837652910634	295
lung	broad_cell_class	myeloid leukocyte	LMX1B	COL4A4	0	-0.1283237659982861	-0.002565905181033003	0.002565905181033003	5134
lung	broad_cell_class	epithelial cell of lung	LMX1B	COL4A4	0	-0.1283237659982861	-0.02621732162089713	0.02621732162089713	5036
lung	broad_cell_class	endothelial cell	LMX1B	COL4A4	0	-0.1283237659982861	-0.013475764650370021	0.013475764650370021	992
lung	broad_cell_class	adventitial cell	LMX1B	COL4A4	0	-0.1283237659982861	0.043235128411952685	0.043235128411952685	419
lung	broad_cell_class	fibroblast	LMX1B	COL4A4	0	-0.1283237659982861	1.2527012488000444	1.2527012488000444	412
lung	broad_cell_class	ciliated epithelial cell	LMX1B	COL4A4	0	-0.1283237659982861	-0.021952180606873272	0.021952180606873272	373
lung	broad_cell_class	myeloid leukocyte	MEIS2	IL17RB	0	-0.0243603709603087	-0.1303107823068798	0.1303107823068798	5134
lung	broad_cell_class	epithelial cell of lung	MEIS2	IL17RB	0	-0.0243603709603087	0.007866722140279746	0.007866722140279746	5036
lung	broad_cell_class	epithelial cell	MEIS2	IL17RB	0	-0.0243603709603087	-0.008344147161461311	0.008344147161461311	1382
lung	broad_cell_class	endothelial cell	MEIS2	IL17RB	0	-0.0243603709603087	0.0024526073246050094	0.0024526073246050094	992
lung	broad_cell_class	adventitial cell	MEIS2	IL17RB	0	-0.0243603709603087	0.033828727626993016	0.033828727626993016	419
lung	broad_cell_class	fibroblast	MEIS2	IL17RB	0	-0.0243603709603087	-0.006297346379196291	0.006297346379196291	412
lung	broad_cell_class	ciliated epithelial cell	MEIS2	IL17RB	0	-0.0243603709603087	0.0014479034167671598	0.0014479034167671598	373
lung	broad_cell_class	t cell	MEIS2	IL17RB	0	-0.0243603709603087	0.0	0.0	295
lung	broad_cell_class	myeloid leukocyte	MEN1	RAD51AP1	0	-0.000887180498367	0.010418460519928145	0.010418460519928145	5134
lung	broad_cell_class	epithelial cell of lung	MEN1	RAD51AP1	0	-0.000887180498367	0.012448262433730508	0.012448262433730508	5036
lung	broad_cell_class	epithelial cell	MEN1	RAD51AP1	0	-0.000887180498367	-0.0029737613635075397	0.0029737613635075397	1382
lung	broad_cell_class	endothelial cell	MEN1	RAD51AP1	0	-0.000887180498367	-0.004236094574946185	0.004236094574946185	992
lung	broad_cell_class	adventitial cell	MEN1	RAD51AP1	0	-0.000887180498367	-1.6959310785470165e-05	1.6959310785470165e-05	419
lung	broad_cell_class	fibroblast	MEN1	RAD51AP1	0	-0.000887180498367	-0.004688889216368977	0.004688889216368977	412
lung	broad_cell_class	ciliated epithelial cell	MEN1	RAD51AP1	0	-0.000887180498367	0.0021805194495757036	0.0021805194495757036	373
lung	broad_cell_class	t cell	MEN1	RAD51AP1	0	-0.000887180498367	-0.006551802321001309	0.006551802321001309	295
lung	broad_cell_class	myeloid leukocyte	MITF	AFF3	0	-0.2510420854056985	-0.04760787937584748	0.04760787937584748	5134
lung	broad_cell_class	epithelial cell of lung	MITF	AFF3	0	-0.2510420854056985	-0.33755233763386105	0.33755233763386105	5036
lung	broad_cell_class	epithelial cell	MITF	AFF3	0	-0.2510420854056985	0.013361657924925345	0.013361657924925345	1382
lung	broad_cell_class	endothelial cell	MITF	AFF3	0	-0.2510420854056985	-0.007052483128986491	0.007052483128986491	992
lung	broad_cell_class	adventitial cell	MITF	AFF3	0	-0.2510420854056985	0.004901071531761563	0.004901071531761563	419
lung	broad_cell_class	fibroblast	MITF	AFF3	0	-0.2510420854056985	-0.004000949721440756	0.004000949721440756	412
lung	broad_cell_class	ciliated epithelial cell	MITF	AFF3	0	-0.2510420854056985	-0.0047380254531926335	0.0047380254531926335	373
lung	broad_cell_class	t cell	MITF	AFF3	0	-0.2510420854056985	-0.0869798824319456	0.0869798824319456	295
lung	broad_cell_class	myeloid leukocyte	MITF	ARSG	0	0.0234325775433155	0.013369074256558935	0.013369074256558935	5134
lung	broad_cell_class	epithelial cell of lung	MITF	ARSG	0	0.0234325775433155	0.021799705667323404	0.021799705667323404	5036
lung	broad_cell_class	epithelial cell	MITF	ARSG	0	0.0234325775433155	0.057867370607856024	0.057867370607856024	1382
lung	broad_cell_class	endothelial cell	MITF	ARSG	0	0.0234325775433155	-0.035248855666143566	0.035248855666143566	992
lung	broad_cell_class	adventitial cell	MITF	ARSG	0	0.0234325775433155	-0.022558655563604334	0.022558655563604334	419
lung	broad_cell_class	fibroblast	MITF	ARSG	0	0.0234325775433155	0.009929285952338282	0.009929285952338282	412
lung	broad_cell_class	ciliated epithelial cell	MITF	ARSG	0	0.0234325775433155	-0.019580691061089388	0.019580691061089388	373
lung	broad_cell_class	t cell	MITF	ARSG	0	0.0234325775433155	-0.13427973372904037	0.13427973372904037	295
lung	broad_cell_class	myeloid leukocyte	MITF	TSC22D2	0	0.1861321685398076	0.2645954559459676	0.2645954559459676	5134
lung	broad_cell_class	epithelial cell of lung	MITF	TSC22D2	0	0.1861321685398076	0.24689603595383605	0.24689603595383605	5036
lung	broad_cell_class	epithelial cell	MITF	TSC22D2	0	0.1861321685398076	-0.021483956313093827	0.021483956313093827	1382
lung	broad_cell_class	endothelial cell	MITF	TSC22D2	0	0.1861321685398076	0.08612919416809531	0.08612919416809531	992
lung	broad_cell_class	adventitial cell	MITF	TSC22D2	0	0.1861321685398076	0.07771964777281341	0.07771964777281341	419
lung	broad_cell_class	fibroblast	MITF	TSC22D2	0	0.1861321685398076	0.04984228149340385	0.04984228149340385	412
lung	broad_cell_class	ciliated epithelial cell	MITF	TSC22D2	0	0.1861321685398076	0.06625219791795535	0.06625219791795535	373
lung	broad_cell_class	t cell	MITF	TSC22D2	0	0.1861321685398076	-0.2102179604170595	0.2102179604170595	295
lung	broad_cell_class	myeloid leukocyte	MYB	ANPEP	1	-0.0005746949133599	-0.10056569060569649	0.10056569060569649	5134
lung	broad_cell_class	epithelial cell of lung	MYB	ANPEP	1	-0.0005746949133599	-0.0011797682681932067	0.0011797682681932067	5036
lung	broad_cell_class	epithelial cell	MYB	ANPEP	1	-0.0005746949133599	0.0046288139129468525	0.0046288139129468525	1382
lung	broad_cell_class	endothelial cell	MYB	ANPEP	1	-0.0005746949133599	-0.08952316787725999	0.08952316787725999	992
lung	broad_cell_class	adventitial cell	MYB	ANPEP	1	-0.0005746949133599	200.75472077998887	200.75472077998887	419
lung	broad_cell_class	ciliated epithelial cell	MYB	ANPEP	1	-0.0005746949133599	0.0	0.0	373
lung	broad_cell_class	t cell	MYB	ANPEP	1	-0.0005746949133599	-0.006840230012178395	0.006840230012178395	295
lung	broad_cell_class	myeloid leukocyte	MYC	CCKBR	0	-0.0009276465335111	0.0006745317633972665	0.0006745317633972665	5134
lung	broad_cell_class	epithelial cell of lung	MYC	CCKBR	0	-0.0009276465335111	0.0001952833214820512	0.0001952833214820512	5036
lung	broad_cell_class	epithelial cell	MYC	CCKBR	0	-0.0009276465335111	0.0014847691486079932	0.0014847691486079932	1382
lung	broad_cell_class	endothelial cell	MYC	CCKBR	0	-0.0009276465335111	5.098886813220128e-05	5.098886813220128e-05	992
lung	broad_cell_class	adventitial cell	MYC	CCKBR	0	-0.0009276465335111	0.0	0.0	419
lung	broad_cell_class	fibroblast	MYC	CCKBR	0	-0.0009276465335111	0.0013998278404193335	0.0013998278404193335	412
lung	broad_cell_class	ciliated epithelial cell	MYC	CCKBR	0	-0.0009276465335111	-0.004855602254386839	0.004855602254386839	373
lung	broad_cell_class	t cell	MYC	CCKBR	0	-0.0009276465335111	0.0	0.0	295
lung	broad_cell_class	myeloid leukocyte	MYC	MELTF	1	0.0600201685450164	-0.007417215694401096	0.007417215694401096	5134
lung	broad_cell_class	epithelial cell of lung	MYC	MELTF	1	0.0600201685450164	0.01236658143276207	0.01236658143276207	5036
lung	broad_cell_class	epithelial cell	MYC	MELTF	1	0.0600201685450164	0.017874125511422003	0.017874125511422003	1382
lung	broad_cell_class	endothelial cell	MYC	MELTF	1	0.0600201685450164	-1.7262129451202868e-05	1.7262129451202868e-05	992
lung	broad_cell_class	adventitial cell	MYC	MELTF	1	0.0600201685450164	0.01678348427222099	0.01678348427222099	419
lung	broad_cell_class	fibroblast	MYC	MELTF	1	0.0600201685450164	0.021747262958332722	0.021747262958332722	412
lung	broad_cell_class	ciliated epithelial cell	MYC	MELTF	1	0.0600201685450164	0.01219196066029681	0.01219196066029681	373
lung	broad_cell_class	t cell	MYC	MELTF	1	0.0600201685450164	-0.0029769063850934308	0.0029769063850934308	295
lung	broad_cell_class	myeloid leukocyte	MYC	SHMT1	0	0.0371827473058897	-0.0089299547910304	0.0089299547910304	5134
lung	broad_cell_class	epithelial cell of lung	MYC	SHMT1	0	0.0371827473058897	0.09819201955089525	0.09819201955089525	5036
lung	broad_cell_class	epithelial cell	MYC	SHMT1	0	0.0371827473058897	0.015200389222810421	0.015200389222810421	1382
lung	broad_cell_class	endothelial cell	MYC	SHMT1	0	0.0371827473058897	0.003595030135474124	0.003595030135474124	992
lung	broad_cell_class	adventitial cell	MYC	SHMT1	0	0.0371827473058897	0.06803191953988993	0.06803191953988993	419
lung	broad_cell_class	fibroblast	MYC	SHMT1	0	0.0371827473058897	0.025887504024271323	0.025887504024271323	412
lung	broad_cell_class	ciliated epithelial cell	MYC	SHMT1	0	0.0371827473058897	0.11640713202225726	0.11640713202225726	373
lung	broad_cell_class	t cell	MYC	SHMT1	0	0.0371827473058897	-0.02591771612049585	0.02591771612049585	295
lung	broad_cell_class	myeloid leukocyte	NFKB1	NOX5	0	1.2982252360551998e-05	-0.0017446478153321393	0.0017446478153321393	5134
lung	broad_cell_class	epithelial cell of lung	NFKB1	NOX5	0	1.2982252360551998e-05	0.0007478505564340585	0.0007478505564340585	5036
lung	broad_cell_class	epithelial cell	NFKB1	NOX5	0	1.2982252360551998e-05	0.0002208496750584384	0.0002208496750584384	1382
lung	broad_cell_class	endothelial cell	NFKB1	NOX5	0	1.2982252360551998e-05	0.0003404713318980494	0.0003404713318980494	992
lung	broad_cell_class	adventitial cell	NFKB1	NOX5	0	1.2982252360551998e-05	-0.0025154022167471536	0.0025154022167471536	419
lung	broad_cell_class	fibroblast	NFKB1	NOX5	0	1.2982252360551998e-05	0.0	0.0	412
lung	broad_cell_class	ciliated epithelial cell	NFKB1	NOX5	0	1.2982252360551998e-05	-0.007021673381123153	0.007021673381123153	373
lung	broad_cell_class	t cell	NFKB1	NOX5	0	1.2982252360551998e-05	0.0	0.0	295
lung	broad_cell_class	myeloid leukocyte	NFKB2	CXCL8	1	0.3721930989702101	0.19644520945462743	0.19644520945462743	5134
lung	broad_cell_class	epithelial cell of lung	NFKB2	CXCL8	1	0.3721930989702101	0.27800816671744627	0.27800816671744627	5036
lung	broad_cell_class	epithelial cell	NFKB2	CXCL8	1	0.3721930989702101	0.11545961572068647	0.11545961572068647	1382
lung	broad_cell_class	endothelial cell	NFKB2	CXCL8	1	0.3721930989702101	0.030082245396889324	0.030082245396889324	992
lung	broad_cell_class	adventitial cell	NFKB2	CXCL8	1	0.3721930989702101	0.05444865741914479	0.05444865741914479	419
lung	broad_cell_class	fibroblast	NFKB2	CXCL8	1	0.3721930989702101	-0.018170576263426885	0.018170576263426885	412
lung	broad_cell_class	ciliated epithelial cell	NFKB2	CXCL8	1	0.3721930989702101	0.03715549156269674	0.03715549156269674	373
lung	broad_cell_class	t cell	NFKB2	CXCL8	1	0.3721930989702101	0.08028398299506934	0.08028398299506934	295
lung	broad_cell_class	myeloid leukocyte	NR2F2	RFTN1	0	-0.0067514081931193	-0.17063500377841698	0.17063500377841698	5134
lung	broad_cell_class	epithelial cell of lung	NR2F2	RFTN1	0	-0.0067514081931193	-0.004442870888060456	0.004442870888060456	5036
lung	broad_cell_class	epithelial cell	NR2F2	RFTN1	0	-0.0067514081931193	-0.010365878455953503	0.010365878455953503	1382
lung	broad_cell_class	endothelial cell	NR2F2	RFTN1	0	-0.0067514081931193	0.027532170842157394	0.027532170842157394	992
lung	broad_cell_class	adventitial cell	NR2F2	RFTN1	0	-0.0067514081931193	0.004316177683138989	0.004316177683138989	419
lung	broad_cell_class	fibroblast	NR2F2	RFTN1	0	-0.0067514081931193	0.09485158253717585	0.09485158253717585	412
lung	broad_cell_class	ciliated epithelial cell	NR2F2	RFTN1	0	-0.0067514081931193	-0.019550833603097263	0.019550833603097263	373
lung	broad_cell_class	myeloid leukocyte	PRDM14	TP53I11	0	-0.099794420123271	0.20958567895664512	0.20958567895664512	5134
lung	broad_cell_class	epithelial cell of lung	PRDM14	TP53I11	0	-0.099794420123271	0.19503821554859446	0.19503821554859446	5036
lung	broad_cell_class	epithelial cell	PRDM14	TP53I11	0	-0.099794420123271	0.9007526934175343	0.9007526934175343	1382
lung	broad_cell_class	endothelial cell	PRDM14	TP53I11	0	-0.099794420123271	-0.029277039998615507	0.029277039998615507	992
lung	broad_cell_class	adventitial cell	PRDM14	TP53I11	0	-0.099794420123271	-25.281538367621025	25.281538367621025	419
lung	broad_cell_class	t cell	PRDM14	TP53I11	0	-0.099794420123271	-0.4060023540819812	0.4060023540819812	295
lung	broad_cell_class	myeloid leukocyte	RELA	CXCL8	1	0.1405033905439326	-0.04413641641214535	0.04413641641214535	5134
lung	broad_cell_class	epithelial cell of lung	RELA	CXCL8	1	0.1405033905439326	-0.011362574906274132	0.011362574906274132	5036
lung	broad_cell_class	epithelial cell	RELA	CXCL8	1	0.1405033905439326	-0.04277741431483368	0.04277741431483368	1382
lung	broad_cell_class	endothelial cell	RELA	CXCL8	1	0.1405033905439326	0.013078690711805984	0.013078690711805984	992
lung	broad_cell_class	adventitial cell	RELA	CXCL8	1	0.1405033905439326	-0.020643729465258692	0.020643729465258692	419
lung	broad_cell_class	fibroblast	RELA	CXCL8	1	0.1405033905439326	0.03371376537530704	0.03371376537530704	412
lung	broad_cell_class	ciliated epithelial cell	RELA	CXCL8	1	0.1405033905439326	-0.02890147448808334	0.02890147448808334	373
lung	broad_cell_class	t cell	RELA	CXCL8	1	0.1405033905439326	-0.009564950439436393	0.009564950439436393	295
lung	broad_cell_class	myeloid leukocyte	RELA	SLC9A2	1	0.0022740298928851	-1.263541019072247e-05	1.263541019072247e-05	5134
lung	broad_cell_class	epithelial cell of lung	RELA	SLC9A2	1	0.0022740298928851	-0.003530131251339454	0.003530131251339454	5036
lung	broad_cell_class	epithelial cell	RELA	SLC9A2	1	0.0022740298928851	-0.0068280542442307746	0.0068280542442307746	1382
lung	broad_cell_class	endothelial cell	RELA	SLC9A2	1	0.0022740298928851	-0.005147468845069096	0.005147468845069096	992
lung	broad_cell_class	adventitial cell	RELA	SLC9A2	1	0.0022740298928851	0.01525249665370586	0.01525249665370586	419
lung	broad_cell_class	fibroblast	RELA	SLC9A2	1	0.0022740298928851	-0.00018777191352373085	0.00018777191352373085	412
lung	broad_cell_class	ciliated epithelial cell	RELA	SLC9A2	1	0.0022740298928851	0.002414713512914339	0.002414713512914339	373
lung	broad_cell_class	t cell	RELA	SLC9A2	1	0.0022740298928851	-0.0001052405755044927	0.0001052405755044927	295
lung	broad_cell_class	myeloid leukocyte	RFXANK	HLA-DRB5	0	-0.1594297233325364	0.24926729937160394	0.24926729937160394	5134
lung	broad_cell_class	epithelial cell of lung	RFXANK	HLA-DRB5	0	-0.1594297233325364	0.10131804146864319	0.10131804146864319	5036
lung	broad_cell_class	epithelial cell	RFXANK	HLA-DRB5	0	-0.1594297233325364	-0.02559422670298234	0.02559422670298234	1382
lung	broad_cell_class	endothelial cell	RFXANK	HLA-DRB5	0	-0.1594297233325364	-0.09109609527128504	0.09109609527128504	992
lung	broad_cell_class	adventitial cell	RFXANK	HLA-DRB5	0	-0.1594297233325364	-0.012531170441625923	0.012531170441625923	419
lung	broad_cell_class	fibroblast	RFXANK	HLA-DRB5	0	-0.1594297233325364	-0.002540480019850833	0.002540480019850833	412
lung	broad_cell_class	ciliated epithelial cell	RFXANK	HLA-DRB5	0	-0.1594297233325364	0.1452284283826645	0.1452284283826645	373
lung	broad_cell_class	t cell	RFXANK	HLA-DRB5	0	-0.1594297233325364	0.0341674904164439	0.0341674904164439	295
lung	broad_cell_class	myeloid leukocyte	RUNX1	SLC22A4	0	0.0494475544899052	0.0360021122079219	0.0360021122079219	5134
lung	broad_cell_class	epithelial cell of lung	RUNX1	SLC22A4	0	0.0494475544899052	0.010783640623432757	0.010783640623432757	5036
lung	broad_cell_class	epithelial cell	RUNX1	SLC22A4	0	0.0494475544899052	0.02882051304095963	0.02882051304095963	1382
lung	broad_cell_class	endothelial cell	RUNX1	SLC22A4	0	0.0494475544899052	-0.038361376418332115	0.038361376418332115	992
lung	broad_cell_class	adventitial cell	RUNX1	SLC22A4	0	0.0494475544899052	-0.005813458070473719	0.005813458070473719	419
lung	broad_cell_class	fibroblast	RUNX1	SLC22A4	0	0.0494475544899052	0.022830969677990344	0.022830969677990344	412
lung	broad_cell_class	ciliated epithelial cell	RUNX1	SLC22A4	0	0.0494475544899052	0.15689076454571546	0.15689076454571546	373
lung	broad_cell_class	t cell	RUNX1	SLC22A4	0	0.0494475544899052	-0.005097321151048923	0.005097321151048923	295
