rank	term	p_value	z_score	combined_score	overlap_genes	adjusted_p_value
82	Glycine Metabolic Process (GO:0006544)	0.018750240650692064	62.704402515723274	249.34710980306107	['SHMT1']	0.13168020727426835
83	Positive Regulation Of Natural Killer Cell Proliferation (GO:0032819)	0.018750240650692064	62.704402515723274	249.34710980306107	['TYK2']	0.13168020727426835
84	Amino-Acid Betaine Transport (GO:0015838)	0.018750240650692064	62.704402515723274	249.34710980306107	['SLC22A4']	0.13168020727426835
86	Catecholamine Catabolic Process (GO:0042424)	0.018750240650692064	62.704402515723274	249.34710980306107	['MAOB']	0.13168020727426835
85	Intracellular pH Elevation (GO:0051454)	0.018750240650692064	62.704402515723274	249.34710980306107	['NOX1']	0.13168020727426835
88	Response To Hydroperoxide (GO:0033194)	0.018750240650692064	62.704402515723274	249.34710980306107	['DAPK1']	0.13168020727426835
89	Dopamine Catabolic Process (GO:0042420)	0.018750240650692064	62.704402515723274	249.34710980306107	['MAOB']	0.13168020727426835
90	Sialylation (GO:0097503)	0.018750240650692064	62.704402515723274	249.34710980306107	['ST3GAL1']	0.13168020727426835
91	Positive Regulation Of Protein Localization To Membrane (GO:1905477)	0.019306420224279683	9.924575424575425	39.175451089946186	['ERBB2', 'ITGB2']	0.13168020727426835
78	Regulation Of Dopamine Metabolic Process (GO:0042053)	0.018750240650692064	62.704402515723274	249.34710980306107	['ITGB2']	0.13168020727426835
92	Cellular Response To UV (GO:0034644)	0.019306420224279683	9.924575424575425	39.175451089946186	['XPC', 'DDB2']	0.13168020727426835
87	Negative Regulation Of CD8-positive, Alpha-Beta T Cell Activation (GO:2001186)	0.018750240650692064	62.704402515723274	249.34710980306107	['VSIR']	0.13168020727426835
94	Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)	0.021178815458187186	9.432573599240266	36.36024956449246	['ITPR2', 'CACNA1D']	0.13168020727426835
199	Positive Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045737)	0.03975687424498529	26.862533692722373	86.63093286520242	['CCND2']	0.13495917265486979
202	Protein Processing (GO:0016485)	0.03985636385421593	6.632441471571906	21.37286483489663	['MMP14', 'VSIR']	0.13495917265486979
201	Protein Maturation (GO:0051604)	0.03985636385421593	6.632441471571906	21.37286483489663	['MMP14', 'GALNT2']	0.13495917265486979
200	Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)	0.03985636385421593	6.632441471571906	21.37286483489663	['CCND2', 'ERBB2']	0.13495917265486979
198	Keratan Sulfate Biosynthetic Process (GO:0018146)	0.03975687424498529	26.862533692722373	86.63093286520242	['ST3GAL1']	0.13495917265486979
196	Ganglioside Biosynthetic Process (GO:0001574)	0.03975687424498529	26.862533692722373	86.63093286520242	['ST3GAL1']	0.13495917265486979
195	Folic Acid-Containing Compound Metabolic Process (GO:0006760)	0.03975687424498529	26.862533692722373	86.63093286520242	['SHMT1']	0.13495917265486979
194	Regulation Of Cholesterol Biosynthetic Process (GO:0045540)	0.03975687424498529	26.862533692722373	86.63093286520242	['SEC14L2']	0.13495917265486979
197	Positive Regulation Of Secretion (GO:0051047)	0.03975687424498529	26.862533692722373	86.63093286520242	['PRL']	0.13495917265486979
224	Positive Regulation Of Cartilage Development (GO:0061036)	0.04493918392504326	23.50235849056604	72.91477862029602	['ZBTB16']	0.13543210056916544
225	Regulation Of Adenylate Cyclase Activity (GO:0045761)	0.04493918392504326	23.50235849056604	72.91477862029602	['CACNA1D']	0.13543210056916544
226	Regulation Of Cartilage Development (GO:0061035)	0.04493918392504326	23.50235849056604	72.91477862029602	['ZBTB16']	0.13543210056916544
227	Positive Regulation Of Intracellular Protein Transport (GO:0090316)	0.0455515647353355	6.148263027295285	18.99143301565767	['ERBB2', 'ITGB2']	0.13543210056916544
228	Gene Expression (GO:0010467)	0.045784505322200714	3.9455932543665932	12.167458185237557	['GALNT2', 'RPLP0', 'RBMS1']	0.13543210056916544
229	Regulation Of Intracellular Signal Transduction (GO:1902531)	0.04616579880041812	3.931972789115646	12.092845384703722	['CHEK2', 'ARHGAP45', 'MAP4K4']	0.13543210056916544
240	Positive Regulation Of Focal Adhesion Assembly (GO:0051894)	0.04752003528742647	22.118756936736958	67.38709029166962	['MAP4K4']	0.13543210056916544
231	Positive Regulation Of Natural Killer Cell Activation (GO:0032816)	0.04752003528742647	22.118756936736958	67.38709029166962	['TYK2']	0.13543210056916544
233	Neuromuscular Synaptic Transmission (GO:0007274)	0.04752003528742647	22.118756936736958	67.38709029166962	['CHRNB4']	0.13543210056916544
234	Cardiac Atrium Morphogenesis (GO:0003209)	0.04752003528742647	22.118756936736958	67.38709029166962	['ZFPM1']	0.13543210056916544
235	Cardiac Muscle Cell Contraction (GO:0086003)	0.04752003528742647	22.118756936736958	67.38709029166962	['CACNA1D']	0.13543210056916544
236	Regulation Of Protein Neddylation (GO:2000434)	0.04752003528742647	22.118756936736958	67.38709029166962	['EPAS1']	0.13543210056916544
237	Peptide Antigen Assembly With MHC Protein Complex (GO:0002501)	0.04752003528742647	22.118756936736958	67.38709029166962	['HLA-DRB5']	0.13543210056916544
238	Positive Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904031)	0.04752003528742647	22.118756936736958	67.38709029166962	['CCND2']	0.13543210056916544
239	Endothelial Cell Proliferation (GO:0001935)	0.04752003528742647	22.118756936736958	67.38709029166962	['NOX5']	0.13543210056916544
223	Positive Regulation Of Alpha-Beta T Cell Proliferation (GO:0046641)	0.04493918392504326	23.50235849056604	72.91477862029602	['TYK2']	0.13543210056916544
232	T-helper Cell Differentiation (GO:0042093)	0.04752003528742647	22.118756936736958	67.38709029166962	['ZFPM1']	0.13543210056916544
222	Muscle Tissue Morphogenesis (GO:0060415)	0.04493918392504326	23.50235849056604	72.91477862029602	['ZFPM1']	0.13543210056916544
230	Regulation Of Tumor Necrosis Factor Production (GO:0032680)	0.04620201817185455	6.098769230769231	18.752079685407434	['CD14', 'VSIR']	0.13543210056916544
220	Purine-Containing Compound Biosynthetic Process (GO:0072522)	0.04493918392504326	23.50235849056604	72.91477862029602	['SHMT1']	0.13543210056916544
221	Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391)	0.04493918392504326	23.50235849056604	72.91477862029602	['SMAD4']	0.13543210056916544
203	Regulation Of Apoptotic Process (GO:0042981)	0.041083157090498396	2.805539358600583	8.955722227524218	['CCND2', 'DAPK1', 'ERBB2', 'KCNMA1', 'MAP4K4']	0.13543210056916544
204	Synaptic Transmission, Cholinergic (GO:0007271)	0.04235146953793646	25.07044025157233	79.26651858378708	['CHRNB4']	0.13543210056916544
205	Negative Regulation Of Interleukin-10 Production (GO:0032693)	0.04235146953793646	25.07044025157233	79.26651858378708	['VSIR']	0.13543210056916544
206	Activin Receptor Signaling Pathway (GO:0032924)	0.04235146953793646	25.07044025157233	79.26651858378708	['SMAD4']	0.13543210056916544
208	Regulation Of Transforming Growth Factor Beta Production (GO:0071634)	0.04235146953793646	25.07044025157233	79.26651858378708	['SMAD4']	0.13543210056916544
209	Regulation Of NMDA Receptor Activity (GO:2000310)	0.04235146953793646	25.07044025157233	79.26651858378708	['DAPK1']	0.13543210056916544
210	Positive Regulation Of Collagen Metabolic Process (GO:0010714)	0.04235146953793646	25.07044025157233	79.26651858378708	['VSIR']	0.13543210056916544
207	Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012)	0.04235146953793646	25.07044025157233	79.26651858378708	['CACNA1D']	0.13543210056916544
212	Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	0.04298467432283112	6.35448717948718	19.997009658110223	['ERBB2', 'NOX1']	0.13543210056916544
211	Protein Modification Process (GO:0036211)	0.042354573403923894	2.7808290454992197	8.792088442766206	['DAPK1', 'CHEK2', 'ERBB2', 'ST3GAL1', 'MAP4K4']	0.13543210056916544
218	Carbohydrate Derivative Transport (GO:1901264)	0.04493918392504326	23.50235849056604	72.91477862029602	['VLDLR']	0.13543210056916544
217	Nicotinamide Nucleotide Metabolic Process (GO:0046496)	0.04493918392504326	23.50235849056604	72.91477862029602	['NOX1']	0.13543210056916544
216	Keratan Sulfate Metabolic Process (GO:0042339)	0.04493918392504326	23.50235849056604	72.91477862029602	['ST3GAL1']	0.13543210056916544
219	Megakaryocyte Differentiation (GO:0030219)	0.04493918392504326	23.50235849056604	72.91477862029602	['ZFPM1']	0.13543210056916544
214	Positive Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904996)	0.04493918392504326	23.50235849056604	72.91477862029602	['ITGB2']	0.13543210056916544
213	DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest (GO:0006977)	0.04493918392504326	23.50235849056604	72.91477862029602	['CHEK2']	0.13543210056916544
215	Positive Regulation Of Regulatory T Cell Differentiation (GO:0045591)	0.04493918392504326	23.50235849056604	72.91477862029602	['VSIR']	0.13543210056916544
241	Positive Regulation Of Histone Methylation (GO:0031062)	0.05009404144634451	20.88888888888889	62.538267077796924	['SMAD4']	0.13928587133861642
242	NADP Metabolic Process (GO:0006739)	0.05009404144634451	20.88888888888889	62.538267077796924	['NOX1']	0.13928587133861642
243	Immunoglobulin Production Involved In Immunoglobulin-Mediated Immune Response (GO:0002381)	0.05009404144634451	20.88888888888889	62.538267077796924	['HLA-DRB5']	0.13928587133861642
244	Receptor Clustering (GO:0043113)	0.05009404144634451	20.88888888888889	62.538267077796924	['ITGB2']	0.13928587133861642
245	Regulation Of B Cell Differentiation (GO:0045577)	0.05009404144634451	20.88888888888889	62.538267077796924	['MMP14']	0.13928587133861642
246	Dopamine Metabolic Process (GO:0042417)	0.05009404144634451	20.88888888888889	62.538267077796924	['MAOB']	0.13928587133861642
247	Cellular Response To Cytokine Stimulus (GO:0071345)	0.05046457411152298	3.7880424300867888	11.31292694058516	['DAPK1', 'SHMT1', 'TYK2']	0.13974805138575594
252	Myoblast Differentiation (GO:0045445)	0.05266122021570595	19.788480635551142	58.25483230121243	['EPAS1']	0.14293759772834472
251	Microglial Cell Activation (GO:0001774)	0.05266122021570595	19.788480635551142	58.25483230121243	['ITGB2']	0.14293759772834472
250	Regulation Of Protein Localization To Cell Periphery (GO:1904375)	0.05266122021570595	19.788480635551142	58.25483230121243	['MMP14']	0.14293759772834472
249	Ameboidal-Type Cell Migration (GO:0001667)	0.05266122021570595	19.788480635551142	58.25483230121243	['SMAD4']	0.14293759772834472
248	Xenobiotic Transport (GO:0042908)	0.05266122021570595	19.788480635551142	58.25483230121243	['SLC22A4']	0.14293759772834472
253	Negative Regulation Of Cellular Biosynthetic Process (GO:0031327)	0.05289243441829148	5.644159544159544	16.590978573076498	['DAPK1', 'SHMT1']	0.1429977278344323
254	Regulation Of Neurotransmitter Transport (GO:0051588)	0.05522158934050639	18.79811320754717	54.4468793612393	['CHRNB4']	0.14812379258394653
255	Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971)	0.05522158934050639	18.79811320754717	54.4468793612393	['CDC7']	0.14812379258394653
275	Regulation Of Cardiac Muscle Hypertrophy (GO:0010611)	0.06032196944504943	17.087478559176674	47.98264634686218	['SMAD4']	0.1500371894560502
274	Positive Regulation Of Cell-Substrate Junction Organization (GO:0150117)	0.06032196944504943	17.087478559176674	47.98264634686218	['MAP4K4']	0.1500371894560502
273	Response To BMP (GO:0071772)	0.06032196944504943	17.087478559176674	47.98264634686218	['SMAD4']	0.1500371894560502
272	Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143)	0.06032196944504943	17.087478559176674	47.98264634686218	['CD14']	0.1500371894560502
271	Cellular Response To Interleukin-6 (GO:0071354)	0.06032196944504943	17.087478559176674	47.98264634686218	['SMAD4']	0.1500371894560502
270	Potassium Ion Homeostasis (GO:0055075)	0.06032196944504943	17.087478559176674	47.98264634686218	['KCNMA1']	0.1500371894560502
269	Regulation Of Myotube Differentiation (GO:0010830)	0.06032196944504943	17.087478559176674	47.98264634686218	['MMP14']	0.1500371894560502
268	Hepaticobiliary System Development (GO:0061008)	0.06032196944504943	17.087478559176674	47.98264634686218	['GFER']	0.1500371894560502
267	Regulation Of Interleukin-4 Production (GO:0032673)	0.06032196944504943	17.087478559176674	47.98264634686218	['ZFPM1']	0.1500371894560502
266	Regulation Of Cholesterol Metabolic Process (GO:0090181)	0.06032196944504943	17.087478559176674	47.98264634686218	['SEC14L2']	0.1500371894560502
264	Protein Glycosylation (GO:0006486)	0.059905445116051205	5.252254641909814	14.785033131037057	['GALNT2', 'ST3GAL1']	0.1500371894560502
263	Negative Regulation Of Protein Metabolic Process (GO:0051248)	0.059905445116051205	5.252254641909814	14.785033131037057	['DAPK1', 'SHMT1']	0.1500371894560502
262	Regulation Of Catabolic Process (GO:0009894)	0.05777516652888407	17.902066486972146	51.04230466405881	['CHEK2']	0.1500371894560502
261	Regulation Of Cardiac Muscle Cell Membrane Repolarization (GO:0099623)	0.05777516652888407	17.902066486972146	51.04230466405881	['CACNA1D']	0.1500371894560502
260	Ribosomal Large Subunit Assembly (GO:0000027)	0.05777516652888407	17.902066486972146	51.04230466405881	['RPLP0']	0.1500371894560502
259	Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404)	0.05777516652888407	17.902066486972146	51.04230466405881	['ITGB2']	0.1500371894560502
258	Regulation Of Regulatory T Cell Differentiation (GO:0045589)	0.05777516652888407	17.902066486972146	51.04230466405881	['VSIR']	0.1500371894560502
257	Mammary Gland Development (GO:0030879)	0.05777516652888407	17.902066486972146	51.04230466405881	['PRL']	0.1500371894560502
256	Negative Regulation Of Myeloid Cell Differentiation (GO:0045638)	0.05777516652888407	17.902066486972146	51.04230466405881	['ZBTB16']	0.1500371894560502
265	Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844)	0.06032196944504943	17.087478559176674	47.98264634686218	['SMAD4']	0.1500371894560502
276	Skeletal System Development (GO:0001501)	0.06134487149537193	5.180272108843537	14.459401916725946	['MMP14', 'ZBTB16']	0.15202859457548695
281	Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751)	0.06286201570363556	16.343724364232976	45.22003200693963	['CDC7']	0.1524738253237118
280	Positive Regulation Of BMP Signaling Pathway (GO:0030513)	0.06286201570363556	16.343724364232976	45.22003200693963	['SMAD4']	0.1524738253237118
282	Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903846)	0.06286201570363556	16.343724364232976	45.22003200693963	['SMAD4']	0.1524738253237118
278	Positive Regulation Of Vascular Endothelial Growth Factor Production (GO:0010575)	0.06286201570363556	16.343724364232976	45.22003200693963	['NOX1']	0.1524738253237118
279	Outflow Tract Septum Morphogenesis (GO:0003148)	0.06286201570363556	16.343724364232976	45.22003200693963	['SMAD4']	0.1524738253237118
277	Positive Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511)	0.06286201570363556	16.343724364232976	45.22003200693963	['SMAD4']	0.1524738253237118
283	Regulation Of Chondrocyte Differentiation (GO:0032330)	0.06539532289924611	15.66194968553459	42.71490645721221	['ZBTB16']	0.1547764735746863
284	Positive Regulation Of Peptidase Activity (GO:0010952)	0.06539532289924611	15.66194968553459	42.71490645721221	['VSIR']	0.1547764735746863
285	Positive Regulation Of Striated Muscle Cell Differentiation (GO:0051155)	0.06539532289924611	15.66194968553459	42.71490645721221	['MMP14']	0.1547764735746863
286	Cardiac Conduction System Development (GO:0003161)	0.06539532289924611	15.66194968553459	42.71490645721221	['SMAD4']	0.1547764735746863
287	Mismatch Repair (GO:0006298)	0.06539532289924611	15.66194968553459	42.71490645721221	['XPC']	0.1547764735746863
288	Response To dsRNA (GO:0043331)	0.06539532289924611	15.66194968553459	42.71490645721221	['RFTN1']	0.1547764735746863
289	Regulation Of Cell Cycle Phase Transition (GO:1901987)	0.06539532289924611	15.66194968553459	42.71490645721221	['XPC']	0.1547764735746863
290	Cellular Response To Growth Factor Stimulus (GO:0071363)	0.06573379992087668	4.975615887380593	13.544333118835453	['SMAD4', 'ERBB2']	0.15504110050303324
295	Plasma Membrane Invagination (GO:0099024)	0.0679219085557706	15.034716981132075	40.43431729208938	['ITGB2']	0.15590129346358084
298	Positive Regulation Of Adenylate Cyclase Activity (GO:0045762)	0.0679219085557706	15.034716981132075	40.43431729208938	['CACNA1D']	0.15590129346358084
297	Regulation Of Vascular Endothelial Growth Factor Production (GO:0010574)	0.0679219085557706	15.034716981132075	40.43431729208938	['NOX1']	0.15590129346358084
296	Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571)	0.0679219085557706	15.034716981132075	40.43431729208938	['CHEK2']	0.15590129346358084
294	Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901016)	0.0679219085557706	15.034716981132075	40.43431729208938	['CACNA1D']	0.15590129346358084
293	Regulation Of Myeloid Cell Differentiation (GO:0045637)	0.0679219085557706	15.034716981132075	40.43431729208938	['ZBTB16']	0.15590129346358084
292	Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)	0.0679219085557706	15.034716981132075	40.43431729208938	['HLA-DRB5']	0.15590129346358084
291	Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088)	0.0679219085557706	15.034716981132075	40.43431729208938	['PARD3B']	0.15590129346358084
299	Amino Acid Import Across Plasma Membrane (GO:0089718)	0.0704417901623858	14.455732946298983	38.35060533159885	['SLC22A4']	0.15954365718897978
300	Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364)	0.0704417901623858	14.455732946298983	38.35060533159885	['ERBB2']	0.15954365718897978
301	Regulation Of SMAD Protein Signal Transduction (GO:0060390)	0.0704417901623858	14.455732946298983	38.35060533159885	['SMAD4']	0.15954365718897978
302	Negative Regulation Of Notch Signaling Pathway (GO:0045746)	0.0704417901623858	14.455732946298983	38.35060533159885	['MMP14']	0.15954365718897978
303	Negative Regulation Of Type II Interferon Production (GO:0032689)	0.07295498516431843	13.919636617749825	36.44039305811433	['VSIR']	0.16307584919082943
304	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)	0.07295498516431843	13.919636617749825	36.44039305811433	['HLA-DRB5']	0.16307584919082943
305	Regulation Of Protein Localization To Membrane (GO:1905475)	0.07295498516431843	13.919636617749825	36.44039305811433	['MMP14']	0.16307584919082943
306	Negative Regulation Of Cytoskeleton Organization (GO:0051494)	0.07295498516431843	13.919636617749825	36.44039305811433	['SMAD4']	0.16307584919082943
313	Positive Regulation Of Endopeptidase Activity (GO:0010950)	0.07546151096326235	13.421832884097036	34.683795119411634	['VSIR']	0.16465941103017545
312	Positive Regulation Of Calcium Ion Transport (GO:0051928)	0.07546151096326235	13.421832884097036	34.683795119411634	['CACNA1D']	0.16465941103017545
314	Double-Strand Break Repair (GO:0006302)	0.07558926178870627	4.582947173308619	11.835190890705748	['RAD51AP1', 'CHEK2']	0.16465941103017545
311	Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903320)	0.07546151096326235	13.421832884097036	34.683795119411634	['EPAS1']	0.16465941103017545
309	Integrated Stress Response Signaling (GO:0140467)	0.07546151096326235	13.421832884097036	34.683795119411634	['JUNB']	0.16465941103017545
308	Heterotypic Cell-Cell Adhesion (GO:0034113)	0.07546151096326235	13.421832884097036	34.683795119411634	['ITGB2']	0.16465941103017545
307	Peptidyl-Serine Modification (GO:0018209)	0.07404344076426465	4.639305816135084	12.076592375548062	['GALNT2', 'CDC7']	0.16465941103017545
310	Cardiac Muscle Cell Action Potential (GO:0086001)	0.07546151096326235	13.421832884097036	34.683795119411634	['CACNA1D']	0.16465941103017545
315	Negative Regulation Of Myeloid Leukocyte Differentiation (GO:0002762)	0.07796138492038997	12.958360442420298	33.06379625497651	['ZFPM1']	0.16612332487709264
316	Immunoglobulin Mediated Immune Response (GO:0016064)	0.07796138492038997	12.958360442420298	33.06379625497651	['HLA-DRB5']	0.16612332487709264
317	Regulation Of Potassium Ion Transport (GO:0043266)	0.07796138492038997	12.958360442420298	33.06379625497651	['CACNA1D']	0.16612332487709264
318	Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002)	0.07796138492038997	12.958360442420298	33.06379625497651	['CACNA1D']	0.16612332487709264
319	Phagocytosis, Engulfment (GO:0006911)	0.07796138492038997	12.958360442420298	33.06379625497651	['ITGB2']	0.16612332487709264
320	Regulation Of Vasculature Development (GO:1901342)	0.07796138492038997	12.958360442420298	33.06379625497651	['ERBB2']	0.16612332487709264
321	Response To Epidermal Growth Factor (GO:0070849)	0.07796138492038997	12.958360442420298	33.06379625497651	['ERBB2']	0.16612332487709264
331	Negative Regulation Of Cell-Matrix Adhesion (GO:0001953)	0.08045462435891494	12.525786163522012	31.56575680442027	['MAP4K4']	0.16625668598639826
330	Receptor Signaling Pathway Via STAT (GO:0097696)	0.08045462435891494	12.525786163522012	31.56575680442027	['TYK2']	0.16625668598639826
329	Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092)	0.08045462435891494	12.525786163522012	31.56575680442027	['SMAD4']	0.16625668598639826
328	Cellular Response To cAMP (GO:0071320)	0.08045462435891494	12.525786163522012	31.56575680442027	['SLC5A5']	0.16625668598639826
327	Regulation Of Response To Biotic Stimulus (GO:0002831)	0.08045462435891494	12.525786163522012	31.56575680442027	['DAPK1']	0.16625668598639826
325	Organic Cation Transport (GO:0015695)	0.08045462435891494	12.525786163522012	31.56575680442027	['SLC22A4']	0.16625668598639826
324	Presynaptic Endocytosis (GO:0140238)	0.08045462435891494	12.525786163522012	31.56575680442027	['DNM1']	0.16625668598639826
323	Leukocyte Cell-Cell Adhesion (GO:0007159)	0.08045462435891494	12.525786163522012	31.56575680442027	['ITGB2']	0.16625668598639826
322	Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)	0.08045462435891494	12.525786163522012	31.56575680442027	['HLA-DRB5']	0.16625668598639826
326	Cardiac Muscle Tissue Morphogenesis (GO:0055008)	0.08045462435891494	12.525786163522012	31.56575680442027	['ZFPM1']	0.16625668598639826
332	Positive Regulation Of Protein Phosphorylation (GO:0001934)	0.08160797143226163	3.0783265177728847	7.713757805421568	['SMAD4', 'CCND2', 'ERBB2']	0.167671723120341
333	Positive Regulation Of Hydrolase Activity (GO:0051345)	0.08187478877513728	4.370468611847922	10.937378131724659	['ERBB2', 'MAP4K4']	0.167671723120341
334	Extracellular Matrix Organization (GO:0030198)	0.08187478877513728	4.370468611847922	10.937378131724659	['MMP14', 'ADAMTS1']	0.167671723120341
336	Regulation Of Transcription By RNA Polymerase I (GO:0006356)	0.08294124653654229	12.121119902617163	30.177016409267804	['ERBB2']	0.16884468044938966
335	Phosphatidylinositol 3-Kinase Signaling (GO:0014065)	0.08294124653654229	12.121119902617163	30.177016409267804	['ERBB2']	0.16884468044938966
337	Negative Regulation Of Cytokine Production (GO:0001818)	0.0834709812875242	4.3203671328671325	10.728578628901712	['ZFPM1', 'VSIR']	0.16922384243280755
338	Negative Regulation Of Programmed Cell Death (GO:0043069)	0.08362230810276162	3.0451291627762216	7.55632038658092	['CCND2', 'ERBB2', 'MAP4K4']	0.16922384243280755
339	Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010)	0.08542126868690271	11.741745283018869	28.886573969871716	['SMAD4']	0.171343541882233
340	Regulation Of Potassium Ion Transmembrane Transport (GO:1901379)	0.08542126868690271	11.741745283018869	28.886573969871716	['CACNA1D']	0.171343541882233
341	Carboxylic Acid Metabolic Process (GO:0019752)	0.08542126868690271	11.741745283018869	28.886573969871716	['ST3GAL1']	0.171343541882233
345	Purine Nucleotide Metabolic Process (GO:0006163)	0.08789470799411693	11.385363064608347	27.684827361193253	['NOX1']	0.17426081237094487
344	Positive Regulation Of Transcription By RNA Polymerase I (GO:0045943)	0.08789470799411693	11.385363064608347	27.684827361193253	['ERBB2']	0.17426081237094487
342	DNA Damage Checkpoint Signaling (GO:0000077)	0.08789470799411693	11.385363064608347	27.684827361193253	['CHEK2']	0.17426081237094487
343	Positive Regulation Of Neuron Death (GO:1901216)	0.08789470799411693	11.385363064608347	27.684827361193253	['ITGB2']	0.17426081237094487
346	Liver Development (GO:0001889)	0.09036158158919066	11.049944506104328	26.563360328124432	['GFER']	0.17659234802001833
347	Macrophage Activation (GO:0042116)	0.09036158158919066	11.049944506104328	26.563360328124432	['ITGB2']	0.17659234802001833
348	Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389)	0.09036158158919066	11.049944506104328	26.563360328124432	['CDC7']	0.17659234802001833
349	Response To Exogenous dsRNA (GO:0043330)	0.09036158158919066	11.049944506104328	26.563360328124432	['RFTN1']	0.17659234802001833
350	Response To Nutrient Levels (GO:0031667)	0.09036158158919066	11.049944506104328	26.563360328124432	['PRL']	0.17659234802001833
351	DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)	0.09282190658441714	10.733692722371968	25.514766917792368	['CHEK2']	0.17784365295165636
352	Regulation Of Erythrocyte Differentiation (GO:0045646)	0.09282190658441714	10.733692722371968	25.514766917792368	['ZFPM1']	0.17784365295165636
353	Negative Regulation Of Organelle Assembly (GO:1902116)	0.09282190658441714	10.733692722371968	25.514766917792368	['SMAD4']	0.17784365295165636
354	Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283)	0.09282190658441714	10.733692722371968	25.514766917792368	['ITPR2']	0.17784365295165636
355	Interstrand Cross-Link Repair (GO:0036297)	0.09282190658441714	10.733692722371968	25.514766917792368	['RAD51AP1']	0.17784365295165636
356	Receptor Signaling Pathway Via JAK-STAT (GO:0007259)	0.09282190658441714	10.733692722371968	25.514766917792368	['TYK2']	0.17784365295165636
357	Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:1905168)	0.09282190658441714	10.733692722371968	25.514766917792368	['RAD51AP1']	0.17784365295165636
358	Intracellular Monoatomic Cation Homeostasis (GO:0030003)	0.09324528765250228	4.0421440261865795	9.590074644196399	['SMAD4', 'KCNMA1']	0.1781558009896971
364	Calcium Ion Import Across Plasma Membrane (GO:0098703)	0.09527570001266539	10.435010482180294	24.532506003993255	['CACNA1D']	0.17903455716665695
362	Type I Interferon-Mediated Signaling Pathway (GO:0060337)	0.09527570001266539	10.435010482180294	24.532506003993255	['TYK2']	0.17903455716665695
363	Regulation Of Ossification (GO:0030278)	0.09527570001266539	10.435010482180294	24.532506003993255	['ZBTB16']	0.17903455716665695
360	Protein Localization To Membrane (GO:0072657)	0.0949058670859667	3.9991902834008095	9.417572228472787	['RFTN1', 'ITGB2']	0.17903455716665695
359	Neuron Projection Development (GO:0031175)	0.0949058670859667	3.9991902834008095	9.417572228472787	['FRY', 'MAP4K4']	0.17903455716665695
361	Negative Regulation Of Endothelial Cell Proliferation (GO:0001937)	0.09527570001266539	10.435010482180294	24.532506003993255	['PRL']	0.17903455716665695
372	Response To Transforming Growth Factor Beta (GO:0071559)	0.09772297891050055	10.152473227944926	23.610780056259	['SMAD4']	0.17968418702898487
370	Response To cAMP (GO:0051591)	0.09772297891050055	10.152473227944926	23.610780056259	['SLC5A5']	0.17968418702898487
369	Cellular Response To Type I Interferon (GO:0071357)	0.09772297891050055	10.152473227944926	23.610780056259	['TYK2']	0.17968418702898487
371	Connective Tissue Development (GO:0061448)	0.09772297891050055	10.152473227944926	23.610780056259	['ZBTB16']	0.17968418702898487
367	Regulation Of Neurotransmitter Secretion (GO:0046928)	0.09772297891050055	10.152473227944926	23.610780056259	['CHRNB4']	0.17968418702898487
366	Import Into Cell (GO:0098657)	0.09772297891050055	10.152473227944926	23.610780056259	['SLC22A4']	0.17968418702898487
365	G2/M Transition Of Mitotic Cell Cycle (GO:0000086)	0.09772297891050055	10.152473227944926	23.610780056259	['CHEK2']	0.17968418702898487
